isla;municipio_nombre;especie_nombre;raza_nombre;tipo_animal_ganado_nombre;censo
Tenerife;El Tanque;Porcinos;Yorkshire;Reposición;40
Tenerife;San Cristóbal de La Laguna;Caballos;Mestiza;No reproductores con más de 36 meses;39
Tenerife;Garachico;Abejas;Negra Canaria;Estante;39
Tenerife;El Rosario;Porcinos;Mestiza;Cerdas;39
Tenerife;Arico;Porcinos;Negra Canaria;Cebo;39
Tenerife;El Tanque;Dromedarios;Desconocido;Total;38
Tenerife;El Rosario;Bovinos;Canaria;Reproductoras hembra;38
Tenerife;Buenavista del Norte;Porcinos;Mestiza;Reposición;38
Tenerife;Arafo;Bovinos;Blanc Blue Belge (BBB);Cebo;38
Tenerife;Arico;Ovinos;Canaria;Reproductoras hembra;36
Tenerife;La Orotava;Conejos;Híbrido Selecto;Abuelas;35
Tenerife;Fasnia;Conejos;Híbrido Selecto;Madres;35
Tenerife;Arona;Abejas;Negra Canaria;Trashumante;35
Tenerife;Arafo;Caprinos;Tinerfeña;No reproductores menores de 4 meses;35
Tenerife;Arafo;Abejas;Buckfast;Trashumante;35
Tenerife;San Juan de la Rambla;Abejas;Negra Canaria;Estante;34
Tenerife;El Rosario;Caprinos;Tinerfeña;Reproductores macho;34
Tenerife;Candelaria;Ovinos;Canaria de Pelo;No reproductores de 4 a 12 meses;34
Tenerife;Arico;Porcinos;Negra Canaria;Cerdas;34
Tenerife;San Cristóbal de La Laguna;Caballos;Mestiza;Hembras de vientre con más de 36 meses;33
Tenerife;Los Realejos;Caballos;Mestiza;No reproductores con más de 36 meses;33
Tenerife;Granadilla de Abona;Caballos;Mestiza;Hembras de vientre con más de 36 meses;33
Tenerife;El Sauzal;Caprinos;Tinerfeña;No reproductores de 4 a 12 meses;33
Tenerife;San Cristóbal de La Laguna;Caprinos;Majorera;No reproductores de 4 a 12 meses;32
Tenerife;Los Silos;Bovinos;Angus;Cebo;32
Tenerife;El Rosario;Bovinos;Canaria;Reproductores macho;32
Tenerife;Tacoronte;Caballos;Caballo de Deporte Español;No reproductores con más de 36 meses;31
Tenerife;San Cristóbal de La Laguna;Palomas;Desconocido;Desconocido;31
Tenerife;San Cristóbal de La Laguna;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;31
Tenerife;El Rosario;Ovinos;Canaria;No reproductores menores de 4 meses;31
Tenerife;Arico;Ovinos;Canaria de Pelo;No reproductores de 4 a 12 meses;31
Tenerife;Adeje;Porcinos;Negra Canaria;Reposición;31
Tenerife;Santa Cruz de Tenerife;Abejas;Híbrida;Trashumante;30
Tenerife;San Miguel de Abona;Gallinas;Desconocido;Desconocido;30
Tenerife;San Miguel de Abona;Caprinos;Otro;No reproductores de 4 a 12 meses;30
Tenerife;San Cristóbal de La Laguna;Patos;Desconocido;Granjas de multiplicación para huevos;30
Tenerife;San Cristóbal de La Laguna;Gallinas;Desconocido;Granjas de producción para huevos. Ecológica;30
Tenerife;San Cristóbal de La Laguna;Conejos;Neozelandés;Madres;30
Tenerife;San Cristóbal de La Laguna;Caprinos;Palmera;Reproductoras hembra;30
Tenerife;San Cristóbal de La Laguna;Bovinos;Holstein Frisona;Reproductoras hembra;30
Tenerife;La Orotava;Ovinos;Canaria de Pelo;No reproductores menores de 4 meses;30
Tenerife;Icod de los Vinos;Gallinas;Desconocido;Granjas de multiplicación para huevos;30
Tenerife;Candelaria;Gallinas;Desconocido;Granjas de producción para huevos. Ecológica;30
Tenerife;Arona;Caballos;Mestiza;No reproductores con más de 36 meses;30
Tenerife;Los Realejos;Bovinos;Frisona Europea;Reproductoras hembra;29
Tenerife;Fasnia;Porcinos;Mestiza;Reposición;29
Tenerife;Arafo;Porcinos;Mestiza;Cebo;29
Tenerife;Tegueste;Caprinos;Majorera;Reproductoras hembra;28
Tenerife;Tacoronte;Ovinos;Canaria;Reproductoras hembra;28
Tenerife;San Miguel de Abona;Caballos;Mestiza;No reproductores con más de 36 meses;28
Tenerife;Güímar;Conejos;Híbrido Selecto;Abuelas;28
Tenerife;Tacoronte;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;27
Tenerife;San Juan de la Rambla;Conejos;Desconocido;Madres;27
Tenerife;San Cristóbal de La Laguna;Bovinos;Canaria;Cebo;27
Tenerife;Arona;Ovinos;Canaria de Pelo;Reproductores macho;27
Tenerife;Los Realejos;Ovinos;Canaria de Pelo;Reproductoras hembra;26
Tenerife;El Rosario;Bovinos;Frisona Europea;Cebo;26
Tenerife;Arona;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;26
Tenerife;Tacoronte;Caprinos;Tinerfeña;No reproductores menores de 4 meses;25
Tenerife;Tacoronte;Caballos;Mestiza;No reproductores con más de 36 meses;25
Tenerife;Santa Cruz de Tenerife;Gallinas;Desconocido;Desconocido;25
Tenerife;San Cristóbal de La Laguna;Caballos;Caballo de Deporte Español;No reproductores con más de 36 meses;25
Tenerife;Los Realejos;Abejas;Negra Canaria;Estante;25
Tenerife;La Orotava;Gallinas;Desconocido;Granjas de producción para huevos. Ecológica;25
Tenerife;La Guancha;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;25
Tenerife;Guía de Isora;Ovinos;Canaria de Pelo;No reproductores menores de 4 meses;25
Tenerife;Granadilla de Abona;Caballos;Mestiza;No reproductores con más de 36 meses;25
Tenerife;Candelaria;Conejos;Híbrido Selecto;Madres;25
Tenerife;Candelaria;Caprinos;Mestiza;No reproductores menores de 4 meses;25
Tenerife;Arona;Caprinos;Agrupación Canaria;No reproductores de 4 a 12 meses;25
Tenerife;Los Realejos;Caballos;Otro;No reproductores con más de 36 meses;24
Tenerife;El Sauzal;Gallinas;Desconocido;Desconocido;24
Tenerife;El Sauzal;Caprinos;Tinerfeña;Reproductores macho;24
Tenerife;Candelaria;Porcinos;Mestiza;Cerdas;24
Tenerife;Arafo;Caballos;Mestiza;No reproductores con más de 36 meses;24
Tenerife;San Cristóbal de La Laguna;Bovinos;Mestiza;Reproductoras hembra;23
Tenerife;La Orotava;Caballos;Mestiza;No reproductores con más de 36 meses;23
Tenerife;Arico;Caprinos;Majorera;Reproductores macho;23
Tenerife;Adeje;Ovinos;Canaria de Pelo;Reproductoras hembra;23
Tenerife;Adeje;Bovinos;Fleickvieh;Reproductoras hembra;23
Tenerife;Tegueste;Caprinos;Majorera;No reproductores de 4 a 12 meses;22
Tenerife;San Cristóbal de La Laguna;Bovinos;Mestiza;Reposición;22
Tenerife;Los Realejos;Mulas;Mestiza;No reproductores con más de 36 meses;22
Tenerife;Los Realejos;Bovinos;Frisona Europea;Reproductores macho;22
Tenerife;La Matanza de Acentejo;Caprinos;Tinerfeña;No reproductores de 4 a 12 meses;22
Tenerife;Guía de Isora;Bovinos;Fleickvieh;Reproductoras hembra;22
Tenerife;Granadilla de Abona;Ovinos;Canaria de Pelo;No reproductores de 4 a 12 meses;22
Tenerife;Fasnia;Gallinas;Desconocido;Granjas de producción para huevos. Campera;22
Tenerife;El Tanque;Caprinos;Tinerfeña;No reproductores de 4 a 12 meses;22
Tenerife;Candelaria;Ovinos;Canaria;No reproductores de 4 a 12 meses;22
Tenerife;Arico;Porcinos;Mestiza;Cebo;22
Tenerife;Adeje;Porcinos;Mestiza;Reposición;22
Tenerife;Tegueste;Ovinos;Canaria de Pelo;Reproductoras hembra;21
Tenerife;Santa Cruz de Tenerife;Caprinos;Tinerfeña;Reproductores macho;21
Tenerife;San Cristóbal de La Laguna;Porcinos;Mestiza;Reposición;21
Tenerife;San Cristóbal de La Laguna;Conejos;Híbrido Selecto;Padres;21
Tenerife;La Orotava;Mulas;Mestiza;No reproductores con más de 36 meses;21
Tenerife;El Rosario;Bovinos;Frisona Europea;Reposición;21
Tenerife;Candelaria;Ovinos;Canaria de Pelo;No reproductores menores de 4 meses;21
Tenerife;Arico;Bovinos;Asturiana de los Valles;Reproductoras hembra;21
Tenerife;Adeje;Caballos;Caballo de Deporte Español;No reproductores con más de 36 meses;21
Tenerife;Tacoronte;Caprinos;Mestiza;Reproductoras hembra;20
Tenerife;Tacoronte;Bovinos;Canaria;Reposición;20
Tenerife;Santiago del Teide;Caprinos;Tinerfeña;No reproductores de 4 a 12 meses;20
Tenerife;San Cristóbal de La Laguna;Porcinos;Desconocido;Lechones;20
Tenerife;San Cristóbal de La Laguna;Gallinas;Desconocido;Desconocido;20
Tenerife;San Cristóbal de La Laguna;Caballos;Pura Raza Árabe (PRA);Hembras de vientre con más de 36 meses;20
Tenerife;Los Realejos;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;20
Tenerife;Los Realejos;Abejas;Híbrida;Trashumante;20
Tenerife;La Orotava;Bovinos;Mestiza;Cebo;20
Tenerife;Güímar;Gallinas;Desconocido;Granjas de multiplicación para carne;20
Tenerife;Candelaria;Abejas;Italiana;Trashumante;20
Tenerife;Arico;Porcinos;Negra Canaria;Reposición;20
Tenerife;Tegueste;Caballos;Mestiza;Hembras de vientre con más de 36 meses;19
Tenerife;Arona;Ovinos;Mestiza;Reproductoras hembra;19
Tenerife;Tegueste;Bovinos;Canaria;Reproductoras hembra;18
Tenerife;Santa Cruz de Tenerife;Ovinos;Canaria;Reproductoras hembra;18
Tenerife;Los Realejos;Ovinos;Canaria;Reproductoras hembra;18
Tenerife;Los Realejos;Bovinos;Blanc Blue Belge (BBB);Reproductoras hembra;18
Tenerife;Guía de Isora;Ovinos;Canaria de Pelo;No reproductores de 4 a 12 meses;18
Tenerife;El Sauzal;Ovinos;Canaria;Reproductoras hembra;18
Tenerife;Tegueste;Caballos;Mestiza;No reproductores con más de 36 meses;17
Tenerife;Santa Cruz de Tenerife;Porcinos;Mestiza;Cerdas;17
Tenerife;San Cristóbal de La Laguna;Caballos;Caballo de Deporte Español;Hembras de vientre con más de 36 meses;17
Tenerife;Guía de Isora;Ovinos;Canaria de Pelo;Reproductores macho;17
Tenerife;El Rosario;Caprinos;Majorera;No reproductores menores de 4 meses;17
Tenerife;El Rosario;Bovinos;Canaria;Reposición;17
Tenerife;Tacoronte;Caprinos;Tinerfeña;Reproductores macho;16
Tenerife;Santa Cruz de Tenerife;Bovinos;Canaria;Reproductoras hembra;16
Tenerife;San Miguel de Abona;Caprinos;Otro;Reproductores macho;16
Tenerife;San Miguel de Abona;Bovinos;Fleickvieh;Reproductoras hembra;16
Tenerife;San Juan de la Rambla;Ovinos;Canaria de Pelo;Reproductoras hembra;16
Tenerife;San Cristóbal de La Laguna;Ovinos;Canaria de Pelo;No reproductores menores de 4 meses;16
Tenerife;San Cristóbal de La Laguna;Bovinos;Frisona Europea;Reproductores macho;16
Tenerife;Los Realejos;Asnos;Majorera;Hembras de vientre con más de 36 meses;16
Tenerife;La Orotava;Caballos;Mestiza;Hembras de vientre con más de 36 meses;16
Tenerife;Icod de los Vinos;Caprinos;Tinerfeña;No reproductores de 4 a 12 meses;16
Tenerife;Guía de Isora;Ovinos;Canaria de Pelo;Cebo;16
Tenerife;Fasnia;Porcinos;Negra Canaria;Cebo;16
Tenerife;Fasnia;Caprinos;Tinerfeña;Reproductores macho;16
Tenerife;Fasnia;Bovinos;Fleickvieh;Reproductoras hembra;16
Tenerife;Candelaria;Porcinos;Mestiza;Reposición;16
Tenerife;Buenavista del Norte;Caprinos;Tinerfeña;Reproductores macho;16
Tenerife;Arona;Ovinos;Mestiza;No reproductores de 4 a 12 meses;16
Tenerife;Arico;Caprinos;Mestiza;Reproductoras hembra;16
Tenerife;Arico;Bovinos;Asturiana de los Valles;Cebo;16
Tenerife;Tegueste;Codornices;Desconocido;Granjas de cría para huevos (aves de explotación);15
Tenerife;Tegueste;Bovinos;Canaria;Reproductores macho;15
Tenerife;Tacoronte;Ovinos;Canaria de Pelo;Cebo;15
Tenerife;Tacoronte;Bovinos;Canaria;Reproductores macho;15
Tenerife;San Miguel de Abona;Caballos;Caballo de Deporte Español;No reproductores con más de 36 meses;15
Tenerife;San Cristóbal de La Laguna;Ovinos;Canaria de Pelo;Cebo;15
Tenerife;Puerto de la Cruz;Caprinos;Tinerfeña;No reproductores menores de 4 meses;15
Tenerife;Güímar;Caprinos;Agrupación Canaria;No reproductores de 4 a 12 meses;15
Tenerife;Guía de Isora;Porcinos;Mestiza;Reposición;15
Tenerife;Granadilla de Abona;Ovinos;Canaria;Reproductores macho;15
Tenerife;Fasnia;Porcinos;Blanco Belga;Cebo;15
Tenerife;Candelaria;Caprinos;Mestiza;No reproductores de 4 a 12 meses;15
Tenerife;Arona;Caprinos;Agrupación Canaria;Reproductoras hembra;15
Tenerife;Arafo;Caprinos;Tinerfeña;Reproductores macho;15
Tenerife;Arafo;Abejas;Híbrida;Trashumante;15
Tenerife;Arafo;Abejas;Híbrida;Estante;15
Tenerife;Adeje;Caprinos;Tinerfeña;Reproductores macho;15
Tenerife;San Miguel de Abona;Ovinos;Canaria de Pelo;Reproductores macho;14
Tenerife;San Miguel de Abona;Bovinos;Frisona Europea;Reproductoras hembra;14
Tenerife;San Cristóbal de La Laguna;Caballos;Pura Raza Española (PRE);Sementales con más de 36 meses;14
Tenerife;Los Realejos;Caballos;Otro;Hembras de vientre con más de 36 meses;14
Tenerife;Icod de los Vinos;Caballos;Otro;No reproductores con más de 36 meses;14
Tenerife;Fasnia;Porcinos;Negra Canaria;Cerdas;14
Tenerife;El Rosario;Caprinos;Majorera;No reproductores de 4 a 12 meses;14
Tenerife;Arona;Codornices;Desconocido;Granjas de producción para huevos;14
Tenerife;Tacoronte;Ovinos;Canaria de Pelo;Reproductoras hembra;13
Tenerife;Tacoronte;Caballos;Caballo de Deporte Español;Hembras de vientre con más de 36 meses;13
Tenerife;Santa Cruz de Tenerife;Bovinos;Mestiza;Cebo;13
Tenerife;Santa Cruz de Tenerife;Bovinos;Frisona Europea;Reproductoras hembra;13
Tenerife;San Cristóbal de La Laguna;Caballos;Pony Shetland;No reproductores con más de 36 meses;13
Tenerife;Los Realejos;Mulas;Mestiza;Hembras de vientre con más de 36 meses;13
Tenerife;Los Realejos;Bovinos;Frisona Europea;Cebo;13
Tenerife;Icod de los Vinos;Porcinos;Desconocido;Cerdas;13
Tenerife;Güímar;Caprinos;Tinerfeña;Reproductores macho;13
Tenerife;El Tanque;Porcinos;Mestiza;Reposición;13
Tenerife;Candelaria;Caprinos;Tinerfeña;Reproductores macho;13
Tenerife;Arona;Gallinas;Desconocido;Granjas de producción para huevos. Campera;13
Tenerife;Arico;Porcinos;Negra Canaria;Verracos;13
Tenerife;Santa Cruz de Tenerife;Ovinos;Canaria de Pelo;Cebo;12
Tenerife;San Cristóbal de La Laguna;Ovinos;Canaria;No reproductores menores de 4 meses;12
Tenerife;San Cristóbal de La Laguna;Caprinos;Mestiza;Reproductoras hembra;12
Tenerife;La Matanza de Acentejo;Caprinos;Tinerfeña;Reproductores macho;12
Tenerife;Güímar;Caprinos;Agrupación Canaria;No reproductores menores de 4 meses;12
Tenerife;Guía de Isora;Bovinos;Fleickvieh;Reposición;12
Tenerife;Granadilla de Abona;Caprinos;Otro;Reproductores macho;12
Tenerife;Candelaria;Ovinos;Canaria;Reproductores macho;12
Tenerife;Arona;Caprinos;Otro;Reproductoras hembra;12
Tenerife;Arico;Porcinos;Mestiza;Lechones;12
Tenerife;Arico;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;12
Tenerife;Adeje;Gallinas;Desconocido;Granjas de producción para huevos. Campera;12
Tenerife;Tegueste;Bovinos;Mestiza;Cebo;11
Tenerife;Tacoronte;Conejos;Híbrido Selecto;Madres;11
Tenerife;Santa Cruz de Tenerife;Bovinos;Canaria;Reposición;11
Tenerife;San Miguel de Abona;Caprinos;Tinerfeña;No reproductores menores de 4 meses;11
Tenerife;San Cristóbal de La Laguna;Bovinos;Fleickvieh;Cebo;11
Tenerife;Granadilla de Abona;Caprinos;Agrupación Canaria;Reproductores macho;11
Tenerife;El Rosario;Porcinos;Pietrain;Verracos;11
Tenerife;El Rosario;Caballos;Mestiza;Hembras de vientre con más de 36 meses;11
Tenerife;Buenavista del Norte;Ovinos;Canaria;Reproductoras hembra;11
Tenerife;Arafo;Ovinos;Canaria de Pelo;Reproductoras hembra;11
Tenerife;Vilaflor de Chasna;Caprinos;Tinerfeña;No reproductores menores de 4 meses;10
Tenerife;Vilaflor de Chasna;Caprinos;Tinerfeña;No reproductores de 4 a 12 meses;10
Tenerife;Tegueste;Porcinos;Negra Canaria;Reposición;10
Tenerife;Tacoronte;Bovinos;Frisona Europea;Reproductoras hembra;10
Tenerife;Santiago del Teide;Abejas;Negra Canaria;Estante;10
Tenerife;Santa Cruz de Tenerife;Patos;Desconocido;Granjas de producción para carne;10
Tenerife;San Miguel de Abona;Caprinos;Majorera;Reproductores macho;10
Tenerife;San Cristóbal de La Laguna;Conejos;Híbrido Selecto;Abuelos;10
Tenerife;San Cristóbal de La Laguna;Caballos;Pura Raza Española (PRE);No reproductores con más de 36 meses;10
Tenerife;San Cristóbal de La Laguna;Caballos;Pura Raza Española (PRE);Hembras de vientre con más de 36 meses;10
Tenerife;Puerto de la Cruz;Abejas;Negra Canaria;Trashumante;10
Tenerife;Los Realejos;Porcinos;Mestiza;Recría/Transición;10
Tenerife;La Victoria de Acentejo;Caprinos;Tinerfeña;No reproductores menores de 4 meses;10
Tenerife;La Orotava;Caprinos;Agrupación Canaria;Reproductores macho;10
Tenerife;Icod de los Vinos;Conejos;Desconocido;Cebo;10
Tenerife;Icod de los Vinos;Caprinos;Tinerfeña;Reproductores macho;10
Tenerife;Güímar;Gallinas;Desconocido;Granjas de multiplicación para huevos;10
Tenerife;Güímar;Conejos;Híbrido Selecto;Reproductores macho;10
Tenerife;Guía de Isora;Bovinos;Fleickvieh;Reproductores macho;10
Tenerife;Fasnia;Porcinos;Negra Canaria;Reposición;10
Tenerife;El Tanque;Abejas;Negra Canaria;Estante;10
Tenerife;El Sauzal;Bovinos;Mestiza;Reposición;10
Tenerife;El Rosario;Porcinos;Negra Canaria;Lechones;10
Tenerife;El Rosario;Ovinos;Canaria;Reproductores macho;10
Tenerife;El Rosario;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;10
Tenerife;Arona;Perdices;Desconocido;Granjas de cría para carne;10
Tenerife;Arico;Abejas;Híbrida;Estante;10
Tenerife;Arafo;Caballos;Mestiza;Hembras de vientre con más de 36 meses;10
Tenerife;Tegueste;Caprinos;Tinerfeña;No reproductores de 4 a 12 meses;9
Tenerife;Tegueste;Bovinos;Canaria;Reposición;9
Tenerife;Tacoronte;Ovinos;Palmera;Reproductoras hembra;9
Tenerife;Tacoronte;Caballos;Pura Raza Española (PRE);Sementales con más de 36 meses;9
Tenerife;Los Realejos;Caballos;Pura Raza Árabe (PRA);Hembras de vientre con más de 36 meses;9
Tenerife;Guía de Isora;Ovinos;Canaria;Reproductoras hembra;9
Tenerife;Guía de Isora;Bovinos;Simmentahl;Reproductoras hembra;9
Tenerife;Granadilla de Abona;Ovinos;Canaria de Pelo;Reproductores macho;9
Tenerife;Granadilla de Abona;Caballos;Pura Raza Española (PRE);Hembras de vientre con más de 36 meses;9
Tenerife;Arona;Porcinos;Negra Canaria;Cerdas;9
Tenerife;Arona;Ovinos;Canaria;Reproductoras hembra;9
Tenerife;Arona;Caballos;Pura Raza Española (PRE);Sementales con más de 36 meses;9
Tenerife;Arona;Caballos;Mestiza;Hembras de vientre con más de 36 meses;9
Tenerife;Arico;Ovinos;Canaria;No reproductores menores de 4 meses;9
Tenerife;Arico;Ovinos;Canaria;No reproductores de 4 a 12 meses;9
Tenerife;Arafo;Caballos;Pura Raza Española (PRE);No reproductores con más de 36 meses;9
Tenerife;Tegueste;Caballos;Mestiza;Animales mayores de 12 meses y menores de 36 meses;8
Tenerife;Tacoronte;Conejos;Híbrido Selecto;Padres;8
Tenerife;Tacoronte;Bovinos;Mestiza;Reposición;8
Tenerife;Santa Úrsula;Ovinos;Canaria;Reproductoras hembra;8
Tenerife;Santa Cruz de Tenerife;Ovinos;Canaria de Pelo;Reproductores macho;8
Tenerife;San Cristóbal de La Laguna;Ovinos;Palmera;Reproductoras hembra;8
Tenerife;San Cristóbal de La Laguna;Ovinos;Canaria de Pelo;No reproductores de 4 a 12 meses;8
Tenerife;San Cristóbal de La Laguna;Caprinos;Majorera;Reproductores macho;8
Tenerife;San Cristóbal de La Laguna;Caballos;Póney Cruzado;Hembras de vientre con más de 36 meses;8
Tenerife;San Cristóbal de La Laguna;Caballos;Pony Shetland;Hembras de vientre con más de 36 meses;8
Tenerife;Puerto de la Cruz;Caprinos;Tinerfeña;No reproductores de 4 a 12 meses;8
Tenerife;Los Realejos;Caballos;Pura Sangre Inglés (PSI);No reproductores con más de 36 meses;8
Tenerife;Icod de los Vinos;Porcinos;Negra Canaria;Lechones;8
Tenerife;Icod de los Vinos;Caballos;Otro;Hembras de vientre con más de 36 meses;8
Tenerife;Güímar;Caprinos;Tinerfeña;No reproductores menores de 4 meses;8
Tenerife;Guía de Isora;Bovinos;Mestiza;Reproductores macho;8
Tenerife;Granadilla de Abona;Caballos;Otro;No reproductores con más de 36 meses;8
Tenerife;El Tanque;Abejas;Desconocido;Trashumante;8
Tenerife;El Sauzal;Porcinos;Negra Canaria;Lechones;8
Tenerife;Candelaria;Caballos;Pura Raza Árabe (PRA);Hembras de vientre con más de 36 meses;8
Tenerife;Arafo;Pintadas;Desconocido;Granjas de producción para carne;8
Tenerife;Arafo;Patos;Desconocido;Granjas de producción para carne;8
Tenerife;Arafo;Caballos;Pura Raza Española (PRE);Hembras de vientre con más de 36 meses;8
Tenerife;Adeje;Porcinos;Negra Canaria;Verracos;8
Tenerife;Tegueste;Caprinos;Tinerfeña;Reproductores macho;7
Tenerife;Tegueste;Caprinos;Tinerfeña;No reproductores menores de 4 meses;7
Tenerife;Tegueste;Bovinos;Mestiza;Reposición;7
Tenerife;Tacoronte;Ocas;Desconocido;Granjas de producción para carne;7
Tenerife;San Miguel de Abona;Caballos;Mestiza;Hembras de vientre con más de 36 meses;7
Tenerife;San Cristóbal de La Laguna;Caprinos;Mestiza;No reproductores de 4 a 12 meses;7
Tenerife;San Cristóbal de La Laguna;Caballos;Póney Cruzado;No reproductores con más de 36 meses;7
Tenerife;San Cristóbal de La Laguna;Caballos;Pura Raza Árabe (PRA);Sementales con más de 36 meses;7
Tenerife;San Cristóbal de La Laguna;Asnos;Mestiza;Hembras de vientre con más de 36 meses;7
